STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
KA,Bangalore,"Bangalore South","Bangalore South",12.91027778,77.56805556,"Gsi Pz","Bore Well",W24263,2018,NA,11.4,13.1,NA
KA,Bangalore,Anekal,"Bangalore South",12.91111111,77.56777778,Jigani,"Dug Well",W24264,2018,NA,2.9,2.49,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.91888889,77.65277778,"Hsr Layout","Dug Well",W24266,2018,NA,2.14,2.4,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.92277778,77.56888889,"Seva Kshetra Hospital Banshankari Ii","Dug Well",W24268,2018,NA,17.17,8.87,NA
KA,Bangalore,"Bangalore North","Bangalore South",12.92833333,77.55638889,"Chennamankere Achkattu","Dug Well",W24270,2018,NA,2.5,2.25,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.93861111,77.59222222,Nimhans,"Bore Well",W24277,2018,NA,14.46,8.5,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.94861111,77.57194444,Basavanagudi,"Dug Well",W24281,2018,NA,4.23,5.63,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.94888889,77.59694444,"Wilson Garden","Dug Well",W24282,2018,NA,3.43,4.3,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.55555556,Rajajinagara,"Dug Well",W24302,2018,NA,2.12,1.8,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.62916667,Ulsoor,"Dug Well",W24303,2018,NA,2.17,2.77,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.99277778,77.59611111,Vasanthnagara,"Dug Well",W24307,2018,NA,'0.6,'0.75,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.0275,77.56944444,"Indian Institute Of Science","Bore Well",W24323,2018,NA,22.91,29.4,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.09527778,77.60583333,"Jakkur Pz","Bore Well",W24344,2018,NA,2.23,2.5,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.91805556,77.58472222,Bangalore-1,"Dug Well",W05249,2018,NA,NA,2.9,3.38
KA,Bangalore,"Bangalore North","Bangalore North",13.00416667,77.5725,Malleswaram,"Dug Well",W24314,2018,NA,NA,3.45,3.25
KA,Bangalore,"Bangalore North","Bangalore North",13.14166667,77.45833333,Hesaraghatta-1,"Bore Well",W05728,2018,23.32,25.08,NA,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.04166667,77.58333333,Hebbal-2,"Dug Well",W18666,2017,'0.31,4.75,NA,'0.56
KA,Bangalore,"Bangalore North","Bangalore North",13.09527778,77.60583333,"Jakkur Pz","Bore Well",W24344,2017,3.01,2.95,1.48,2.3
KA,Bangalore,"Bangalore South","Bangalore South",12.75277778,77.51111111,"Bang Uni Ars Ls","Bore Well",W21088,2017,12.23,26.37,18.99,35.1
KA,Bangalore,"Bangalore North","Bangalore North",13.04166667,77.575,Hebbal-1,"Bore Well",W05727,2017,NA,36,16.1,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.86944444,77.53888889,"Thalaghattapura Pz","Bore Well",W21202,2017,16.76,NA,4.15,NA
KA,Bangalore,"Bangalore South","Bangalore East",13.025,77.76111111,"Kannamangala pz","Bore Well",W21201,2017,NA,59.3,NA,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.91805556,77.58472222,Bangalore-1,"Dug Well",W05249,2017,1.7,4.5,1.9,2.98
KA,Bangalore,"Bangalore South","Bangalore South",12.9225,77.57916667,Bangalore-2,"Dug Well",W05250,2017,3.51,4.73,2.46,8.28
KA,Bangalore,"Bangalore South","Bangalore South",12.97916667,77.41944444,Chandasipalya,"Dug Well",W21199,2017,9.73,2.21,3.28,11.81
KA,Bangalore,"Bangalore South","Bangalore East",12.94444444,77.7,Adugodi,"Bore Well",W21087,2017,2.53,4.12,1.76,4.88
KA,Bangalore,"Bangalore North","Bangalore North",12.94416667,77.55833333,Bangalore-4,"Dug Well",W05248,2017,1.83,3.71,1.16,3.31
KA,Bangalore,"Bangalore South","Bangalore East",12.93333333,77.74166667,Varathur,"Bore Well",W06430,2017,31.79,31.1,9.3,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.10833333,77.6,Yelahanka,"Bore Well",W06426,2017,23.76,23.19,19.25,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.14166667,77.45833333,Hesaraghatta-1,"Bore Well",W05728,2017,32.67,27.7,27.75,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.075,77.4375,Dasanapura,"Bore Well",W05497,2017,30.57,27.37,23.9,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.95166667,77.58555556,"Lalbagh garden","Bore Well",W06103,2017,4,2.94,1.75,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.97083333,77.6375,Indiranagar,"Bore Well",W05730,2017,10.4,9.9,6.1,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.9725,77.57666667,Bangalore-3,"Dug Well",W05247,2017,3.39,NA,NA,NA
KA,Bangalore,Anekal,Anekal,12.76166667,77.65944444,Haragadde,"Dug Well",W05726,2017,NA,6.65,3.75,8.28
KA,Bangalore,Anekal,Anekal,12.70833333,77.7,Anekal,"Bore Well",W05243,2017,23.25,23.34,15.16,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.86666667,77.58333333,Jayanagar,"Bore Well",W05731,2017,12.43,10.74,6.2,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.86805556,77.65,Singasandra,"Bore Well",W06428,2017,29.57,25.83,12.1,NA
KA,Bangalore,"Bangalore South","Bangalore North",12.97416667,77.59388889,"Cubbon Park","Bore Well",W31041,2017,3.5,4.07,1.48,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.88333333,77.62138889,Begur,"Dug Well",W24255,2017,8.09,7.89,5.1,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.89361111,77.59944444,"IIM Bannerughatta","Bore Well",W24256,2017,28.4,19.9,18.45,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.91027778,77.56805556,"Gsi Pz","Bore Well",W24263,2017,12.07,11.83,12.2,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.93861111,77.59222222,Nimhans,"Bore Well",W24277,2017,8.3,9.88,4.43,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.0975,77.60944444,Rachenahalli,"Bore Well",W24346,2017,12.82,12.14,NA,17.88
KA,Bangalore,Anekal,Anekal,12.75,77.75,Bhaktipura,"Dug Well",W24198,2017,11.35,9.36,1.05,9.65
KA,Bangalore,Anekal,Anekal,12.81416667,77.66555556,"Cgwb Workshop","Bore Well",W24216,2017,1.4,1.3,NA,2.91
KA,Bangalore,"Bangalore South","Bangalore South",12.85833333,77.59166667,"Gottigere A","Dug Well",W24240,2017,'0.1,'0.73,NA,'0.8
KA,Bangalore,"Bangalore North","Bangalore South",12.86305556,77.56555556,Gollahalli,"Dug Well",W24247,2017,'0.52,2.25,'0.33,1.1
KA,Bangalore,"Bangalore South","Bangalore South",12.895,77.55305556,Vasanthpura,"Dug Well",W24258,2017,5.39,5.28,3.4,6.36
KA,Bangalore,Anekal,"Bangalore South",12.91111111,77.56777778,Jigani,"Dug Well",W24264,2017,3.78,3.5,1.37,4.53
KA,Bangalore,"Bangalore South","Bangalore South",12.91888889,77.65277778,"Hsr Layout","Dug Well",W24266,2017,1.7,2.21,1.7,1.86
KA,Bangalore,"Bangalore South","Bangalore South",12.92277778,77.56888889,"Seva Kshetra Hospital Banshankari Ii","Dug Well",W24268,2017,'0.95,16.63,7.72,16.81
KA,Bangalore,"Bangalore North","Bangalore South",12.92833333,77.55638889,"Chennamankere Achkattu","Dug Well",W24270,2017,2.1,3.38,1.48,3.58
KA,Bangalore,"Bangalore North","Bangalore North",12.94861111,77.57194444,Basavanagudi,"Dug Well",W24281,2017,2.86,4.64,2.38,5.94
KA,Bangalore,"Bangalore North","Bangalore North",12.94888889,77.59694444,"Wilson Garden","Dug Well",W24282,2017,2.67,2.88,2.59,3.82
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.55555556,Rajajinagara,"Dug Well",W24302,2017,1.65,2.16,1.53,2.58
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.62916667,Ulsoor,"Dug Well",W24303,2017,2.71,3.14,2.64,3.05
KA,Bangalore,"Bangalore North","Bangalore North",12.99277778,77.59611111,Vasanthnagara,"Dug Well",W24307,2017,'0.38,'0.86,'0.02,'0.93
KA,Bangalore,"Bangalore North","Bangalore North",13.00416667,77.5725,Malleswaram,"Dug Well",W24314,2017,2.92,5.46,3.1,3.12
KA,Bangalore,"Bangalore North","Bangalore North",13.0275,77.56944444,"Indian Institute Of Science","Bore Well",W24323,2017,48.86,36.39,23.63,49.5
KA,Bangalore,"Bangalore North","Bangalore North",13.05972222,77.57694444,Kodigehalli,"Dug Well",W24336,2017,3.96,4.01,3.06,5.69
KA,Bangalore,Anekal,Anekal,12.79583333,77.60694444,Begihalli,"Dug Well",W05245,2017,1.91,4.4,'0.29,2.18
KA,Bangalore,"Bangalore South","Bangalore South",12.91805556,77.58472222,Bangalore-1,"Dug Well",W05249,2016,7.45,NA,NA,NA
KA,Bangalore,"Bangalore South","Bangalore East",13.025,77.76111111,Kannamangala,"Bore Well",W32232,2016,NA,NA,NA,59.4
KA,Bangalore,Anekal,Anekal,12.70833333,77.7,Anekal,"Bore Well",W05243,2016,20.4,NA,20.6,NA
KA,Bangalore,Anekal,Anekal,12.79583333,77.60694444,Begihalli,"Dug Well",W05245,2016,'0.73,NA,2,2.04
KA,Bangalore,"Bangalore North","Bangalore North",12.94416667,77.55833333,Bangalore-4,"Dug Well",W05248,2016,2,NA,3.3,2.44
KA,Bangalore,Anekal,Anekal,12.76166667,77.65944444,Haragadde,"Dug Well",W05726,2016,6.78,NA,8.13,8.6
KA,Bangalore,"Bangalore North","Bangalore North",13.04166667,77.575,Hebbal-1,"Bore Well",W05727,2016,39.45,NA,38.3,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.14166667,77.45833333,Hesaraghatta-1,"Bore Well",W05728,2016,25.68,NA,26.47,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.97083333,77.6375,Indiranagar,"Bore Well",W05730,2016,NA,NA,9.24,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.86666667,77.58333333,Jayanagar,"Bore Well",W05731,2016,8.6,NA,9.75,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.075,77.4375,Dasanapura,"Bore Well",W05497,2016,24,NA,30.44,NA
KA,Bangalore,Anekal,Anekal,12.85833333,77.78333333,Sarjapura,"Bore Well",W06424,2016,59.32,NA,NA,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.10833333,77.6,Yelahanka,"Bore Well",W06426,2016,20.78,NA,23.28,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.86805556,77.65,Singasandra,"Bore Well",W06428,2016,14.04,NA,18.17,NA
KA,Bangalore,"Bangalore South","Bangalore East",12.93333333,77.74166667,Varathur,"Bore Well",W06430,2016,30.97,NA,33.04,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.95166667,77.58555556,"Lalbagh garden","Bore Well",W06103,2016,3.58,NA,NA,NA
KA,Bangalore,"Bangalore North","Bangalore North",13.04166667,77.58333333,Hebbal-2,"Dug Well",W18666,2016,'0.35,NA,4,2.45
KA,Bangalore,"Bangalore South","Bangalore East",12.94444444,77.7,Adugodi,"Bore Well",W21087,2016,2.8,NA,10.98,3.69
KA,Bangalore,"Bangalore South","Bangalore South",12.75277778,77.51111111,"Bang Uni Ars Ls","Bore Well",W21088,2016,27.3,NA,24.56,26.34
KA,Bangalore,"Bangalore South","Bangalore South",12.97916667,77.41944444,Chandasipalya,"Dug Well",W21199,2016,2.01,NA,8.98,8.07
KA,Bangalore,"Bangalore South","Bangalore East",13.025,77.76111111,"Kannamangala pz","Bore Well",W21201,2016,59.3,NA,NA,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.86944444,77.53888889,"Thalaghattapura Pz","Bore Well",W21202,2016,NA,NA,13.53,NA
KA,Bangalore,Anekal,Anekal,12.81416667,77.66555556,"Cgwb Workshop","Bore Well",W24216,2016,NA,'0.8,NA,'0.8
KA,Bangalore,"Bangalore South","Bangalore South",12.85833333,77.59166667,"Gottigere A","Dug Well",W24240,2016,'0.15,'0.19,'0.92,'0.01
KA,Bangalore,"Bangalore North","Bangalore South",12.86305556,77.56555556,Gollahalli,"Dug Well",W24247,2016,1.27,1.5,1.65,'0.88
KA,Bangalore,"Bangalore South","Bangalore South",12.88333333,77.62138889,Begur,"Dug Well",W24255,2016,NA,2.18,NA,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.89361111,77.59944444,"IIM Bannerughatta","Bore Well",W24256,2016,17.08,15.35,16.9,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.895,77.55305556,Vasanthpura,"Dug Well",W24258,2016,3.84,4.47,4.54,4.24
KA,Bangalore,"Bangalore South","Bangalore South",12.91027778,77.56805556,"Gsi Pz","Bore Well",W24263,2016,19.59,14,11.54,NA
KA,Bangalore,Anekal,"Bangalore South",12.91111111,77.56777778,Jigani,"Dug Well",W24264,2016,1.95,2.75,3.15,3.95
KA,Bangalore,"Bangalore South","Bangalore South",12.91888889,77.65277778,"Hsr Layout","Dug Well",W24266,2016,2.11,3.15,2.63,2.98
KA,Bangalore,"Bangalore South","Bangalore South",12.92277778,77.56888889,"Seva Kshetra Hospital Banshankari Ii","Dug Well",W24268,2016,NA,5.3,NA,12.47
KA,Bangalore,"Bangalore North","Bangalore South",12.92833333,77.55638889,"Chennamankere Achkattu","Dug Well",W24270,2016,1.75,2.82,3,2.95
KA,Bangalore,"Bangalore North","Bangalore North",12.93861111,77.59222222,Nimhans,"Bore Well",W24277,2016,13.93,7.43,9.33,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.94861111,77.57194444,Basavanagudi,"Dug Well",W24281,2016,5.53,5.61,7.33,5.73
KA,Bangalore,"Bangalore North","Bangalore North",12.94888889,77.59694444,"Wilson Garden","Dug Well",W24282,2016,1.62,1.15,2.75,3.79
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.55555556,Rajajinagara,"Dug Well",W24302,2016,1.8,1.9,2.25,2.1
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.62916667,Ulsoor,"Dug Well",W24303,2016,2.87,2.87,2.27,2.27
KA,Bangalore,"Bangalore North","Bangalore North",12.99277778,77.59611111,Vasanthnagara,"Dug Well",W24307,2016,'0.65,NA,1.1,'0.37
KA,Bangalore,"Bangalore North","Bangalore North",13.00416667,77.5725,Malleswaram,"Dug Well",W24314,2016,3.45,3.15,5.45,2.87
KA,Bangalore,"Bangalore North","Bangalore North",13.0275,77.56944444,"Indian Institute Of Science","Bore Well",W24323,2016,27.86,24.84,34.67,32
KA,Bangalore,"Bangalore North","Bangalore North",13.05972222,77.57694444,Kodigehalli,"Dug Well",W24336,2016,3.63,3.53,4.33,4.23
KA,Bangalore,"Bangalore North","Bangalore North",13.09527778,77.60583333,"Jakkur Pz","Bore Well",W24344,2016,1.84,1.33,2.77,2.1
KA,Bangalore,"Bangalore North","Bangalore North",13.0975,77.60944444,Rachenahalli,"Bore Well",W24346,2016,1.16,4.07,9.3,8.26
KA,Bangalore,Anekal,Anekal,12.75,77.75,Bhaktipura,"Dug Well",W24198,2016,7.4,6.45,8.21,7.17
KA,Bangalore,"Bangalore South","Bangalore North",12.97416667,77.59388889,"Cubbon Park","Bore Well",W31041,2016,NA,3.06,NA,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.9225,77.57916667,Bangalore-2,"Dug Well",W05250,2016,2.37,NA,3.95,2.47
KA,Bangalore,"Bangalore South","Bangalore South",12.91805556,77.58472222,Bangalore-1,"Dug Well",W05249,2015,2.15,3.89,2,2.15
KA,Bangalore,"Bangalore South","Bangalore North",12.97416667,77.59388889,"Cubbon Park","Bore Well",W31041,2015,NA,NA,20.84,NA
KA,Bangalore,Anekal,Anekal,12.70833333,77.7,Anekal,"Bore Well",W05243,2015,24.54,25.5,NA,26.31
KA,Bangalore,Anekal,Anekal,12.79583333,77.60694444,Begihalli,"Dug Well",W05245,2015,2.25,2.89,'0.47,4.98
KA,Bangalore,"Bangalore North","Bangalore North",12.94416667,77.55833333,Bangalore-4,"Dug Well",W05248,2015,2.55,2.04,1.9,2.47
KA,Bangalore,Anekal,Anekal,12.76166667,77.65944444,Haragadde,"Dug Well",W05726,2015,9.7,8.88,7.73,9.8
KA,Bangalore,"Bangalore North","Bangalore North",13.04166667,77.575,Hebbal-1,"Bore Well",W05727,2015,27.97,22.63,NA,26.1
KA,Bangalore,"Bangalore North","Bangalore North",13.14166667,77.45833333,Hesaraghatta-1,"Bore Well",W05728,2015,25.75,25.75,NA,25.88
KA,Bangalore,"Bangalore North","Bangalore North",12.97083333,77.6375,Indiranagar,"Bore Well",W05730,2015,7.7,7.59,NA,7.7
KA,Bangalore,"Bangalore South","Bangalore South",12.86666667,77.58333333,Jayanagar,"Bore Well",W05731,2015,8.61,9.39,NA,9.43
KA,Bangalore,"Bangalore North","Bangalore North",13.075,77.4375,Dasanapura,"Bore Well",W05497,2015,31.38,29.88,NA,30.37
KA,Bangalore,Anekal,Anekal,12.85833333,77.78333333,Sarjapura,"Bore Well",W06424,2015,NA,59.32,NA,59.32
KA,Bangalore,"Bangalore North","Bangalore North",13.10833333,77.6,Yelahanka,"Bore Well",W06426,2015,24.62,26.54,NA,25.2
KA,Bangalore,"Bangalore North","Bangalore North",13.09166667,77.6,Yelahanka1,"Dug Well",W06427,2015,2.6,10.4,1.9,2.4
KA,Bangalore,"Bangalore South","Bangalore South",12.86805556,77.65,Singasandra,"Bore Well",W06428,2015,23.33,26.83,NA,25.87
KA,Bangalore,"Bangalore South","Bangalore East",12.93333333,77.74166667,Varathur,"Bore Well",W06430,2015,NA,31.6,NA,31.13
KA,Bangalore,"Bangalore North","Bangalore North",12.95166667,77.58555556,"Lalbagh garden","Bore Well",W06103,2015,4.03,4.92,NA,3.3
KA,Bangalore,"Bangalore North","Bangalore North",13.04166667,77.58333333,Hebbal-2,"Dug Well",W18666,2015,2.38,2.3,NA,2.38
KA,Bangalore,"Bangalore South","Bangalore East",12.94444444,77.7,Adugodi,"Bore Well",W21087,2015,3.51,NA,2.36,3.08
KA,Bangalore,"Bangalore South","Bangalore South",12.75277778,77.51111111,"Bang Uni Ars Ls","Bore Well",W21088,2015,24.27,24.52,22.84,26.51
KA,Bangalore,"Bangalore South","Bangalore South",12.97916667,77.41944444,Chandasipalya,"Dug Well",W21199,2015,7.54,7.61,5.26,8.71
KA,Bangalore,"Bangalore South","Bangalore East",13.025,77.76111111,"Kannamangala pz","Bore Well",W21201,2015,NA,59.3,59.3,45.37
KA,Bangalore,"Bangalore South","Bangalore South",12.86944444,77.53888889,"Thalaghattapura Pz","Bore Well",W21202,2015,NA,19.38,NA,NA
KA,Bangalore,Anekal,Anekal,12.81416667,77.66555556,"Cgwb Workshop","Bore Well",W24216,2015,NA,2.5,'0.65,2.6
KA,Bangalore,"Bangalore South","Bangalore South",12.85833333,77.59166667,"Gottigere A","Dug Well",W24240,2015,9.37,'0.76,8.69,'0.64
KA,Bangalore,"Bangalore North","Bangalore South",12.86305556,77.56555556,Gollahalli,"Dug Well",W24247,2015,1.35,1.74,1.2,1.22
KA,Bangalore,"Bangalore South","Bangalore South",12.88333333,77.62138889,Begur,"Dug Well",W24255,2015,3.09,2.8,3.3,2.51
KA,Bangalore,"Bangalore South","Bangalore South",12.89361111,77.59944444,"IIM Bannerughatta","Bore Well",W24256,2015,18.1,NA,18.86,NA
KA,Bangalore,"Bangalore South","Bangalore South",12.895,77.55305556,Vasanthpura,"Dug Well",W24258,2015,4.55,6.3,4.08,5.58
KA,Bangalore,"Bangalore South","Bangalore South",12.91027778,77.56805556,"Gsi Pz","Bore Well",W24263,2015,14.47,7.09,11.75,13.21
KA,Bangalore,Anekal,"Bangalore South",12.91111111,77.56777778,Jigani,"Dug Well",W24264,2015,5.05,4.09,1.75,5.1
KA,Bangalore,"Bangalore South","Bangalore South",12.91888889,77.65277778,"Hsr Layout","Dug Well",W24266,2015,2.22,1.19,1.8,1.47
KA,Bangalore,"Bangalore South","Bangalore South",12.92277778,77.56888889,"Seva Kshetra Hospital Banshankari Ii","Dug Well",W24268,2015,NA,NA,3.33,'0.84
KA,Bangalore,"Bangalore North","Bangalore South",12.92833333,77.55638889,"Chennamankere Achkattu","Dug Well",W24270,2015,2.53,3.02,2.1,1.9
KA,Bangalore,"Bangalore North","Bangalore North",12.93861111,77.59222222,Nimhans,"Bore Well",W24277,2015,6.92,NA,8.35,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.94861111,77.57194444,Basavanagudi,"Dug Well",W24281,2015,4.73,4.32,3.68,3.62
KA,Bangalore,"Bangalore North","Bangalore North",12.94888889,77.59694444,"Wilson Garden","Dug Well",W24282,2015,'0.88,4.9,1.2,'0.8
KA,Bangalore,"Bangalore South","Bangalore North",12.96,77.57694444,"Vijayanagar Hosahalli","Dug Well",W24293,2015,NA,29.25,NA,29.25
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.55555556,Rajajinagara,"Dug Well",W24302,2015,NA,1.84,1.84,1.77
KA,Bangalore,"Bangalore North","Bangalore North",12.98194444,77.62916667,Ulsoor,"Dug Well",W24303,2015,2.8,2.65,2.55,2.5
KA,Bangalore,"Bangalore North","Bangalore North",12.99277778,77.59611111,Vasanthnagara,"Dug Well",W24307,2015,'0.03,'0.03,NA,'0.48
KA,Bangalore,"Bangalore North","Bangalore North",13.00416667,77.5725,Malleswaram,"Dug Well",W24314,2015,2.46,3.11,4.33,3.1
KA,Bangalore,"Bangalore North","Bangalore North",13.0275,77.56944444,"Indian Institute Of Science","Bore Well",W24323,2015,27.62,24.98,26.23,30.59
KA,Bangalore,"Bangalore North","Bangalore North",13.05972222,77.57694444,Kodigehalli,"Dug Well",W24336,2015,3.83,4.45,4.83,3.46
KA,Bangalore,"Bangalore North","Bangalore North",13.09527778,77.60583333,"Jakkur Pz","Bore Well",W24344,2015,1.53,2.13,8.03,1.32
KA,Bangalore,"Bangalore North","Bangalore North",13.0975,77.60944444,Rachenahalli,"Bore Well",W24346,2015,10.13,NA,49.95,10.92
KA,Bangalore,Anekal,Anekal,12.75,77.75,Bhaktipura,"Dug Well",W24198,2015,8.35,9.4,7.4,6.85
KA,Bangalore,"Bangalore South","Bangalore South",12.9225,77.57916667,Bangalore-2,"Dug Well",W05250,2015,3.32,4.26,1.29,4.77
KA,Bangalore,"Bangalore South","Bangalore South",12.91805556,77.58472222,Bangalore-1,"Dug Well",W05249,2014,7.94,3.15,2.42,2.96
KA,Bangalore,Anekal,Anekal,12.75,77.75,Bhaktipura,"Dug Well",W24198,2014,6.1,7.57,5.65,7.65
KA,Bangalore,Anekal,Anekal,12.70833333,77.7,Anekal,"Bore Well",W05243,2014,26.66,21.05,26.64,25.05
KA,Bangalore,Anekal,Anekal,12.79583333,77.60694444,Begihalli,"Dug Well",W05245,2014,2.4,1.85,4.21,1.95
KA,Bangalore,Anekal,Anekal,12.80833333,77.675,Bommasandra,"Bore Well",W05246,2014,2.27,NA,NA,NA
KA,Bangalore,"Bangalore North","Bangalore North",12.94416667,77.55833333,Bangalore-4,"Dug Well",W05248,2014,2.91,3.28,1.75,3.48
